chemical,protein,label
104741,ENSP00000377549,0
2367,ENSP00000217901,0
890,ENSP00000323780,1
2156,ENSP00000379133,0
5329099,ENSP00000364212,0
3054,ENSP00000349576,0
2735,ENSP00000348234,0
5376,ENSP00000363822,1
5527,ENSP00000284440,0
10607,ENSP00000261208,0
5691,ENSP00000329374,0
4330,ENSP00000318351,0
311,ENSP00000258418,1
1117,ENSP00000263621,1
108220,ENSP00000224356,0
4160,ENSP00000339001,0
124886,ENSP00000278742,1
3440,ENSP00000209668,0
23994,ENSP00000331327,1
637542,ENSP00000269466,0
4908,ENSP00000337773,1
876,ENSP00000376176,0
444795,ENSP00000237014,1
7019,ENSP00000384490,0
5035,ENSP00000311572,1
6623,ENSP00000206249,1
6450551,ENSP00000368552,0
5994,ENSP00000370254,1
20469,ENSP00000269571,0
2130,ENSP00000219833,0
40468198,ENSP00000260682,1
4542,ENSP00000264382,0
59693,ENSP00000287820,0
13109,ENSP00000366244,0
5001396,ENSP00000348461,0
23925,ENSP00000335261,1
753,ENSP00000423822,1
3684,ENSP00000333551,0
40468198,ENSP00000454071,0
2462,ENSP00000361666,0
753,ENSP00000332116,1
5280723,ENSP00000311291,1
2156,ENSP00000357873,0
312,ENSP00000272902,1
5282054,ENSP00000358327,0
610,ENSP00000419970,0
94701,ENSP00000322450,0
2968,ENSP00000267568,0
253,ENSP00000219919,0
3394,ENSP00000322617,0
5330286,ENSP00000270570,0
2735,ENSP00000280700,0
9904,ENSP00000363822,1
440120,ENSP00000290354,0
5732,ENSP00000377192,0
3463,ENSP00000368645,0
206042,ENSP00000245552,0
5329099,ENSP00000311873,0
5203,ENSP00000360635,0
107807,ENSP00000266376,0
5870,ENSP00000353791,0
23991,ENSP00000220809,1
23994,ENSP00000371554,1
5526,ENSP00000265113,0
443119,ENSP00000331746,0
643976,ENSP00000264668,1
2156,ENSP00000369456,0
130731,ENSP00000396308,1
2430,ENSP00000370737,0
1117,ENSP00000372326,1
92100,ENSP00000377969,0
745,ENSP00000356410,1
667490,ENSP00000285930,0
3750,ENSP00000369816,0
2118,ENSP00000354347,0
5280453,ENSP00000378890,0
216326,ENSP00000466799,0
3397,ENSP00000382697,0
5408,ENSP00000363822,1
4205,ENSP00000309845,0
1609,ENSP00000266682,0
13109,ENSP00000363965,0
3883,ENSP00000297792,0
3042,ENSP00000308622,0
5991,ENSP00000254488,0
2499,ENSP00000263980,0
60490,ENSP00000383840,0
3154,ENSP00000248041,0
1051,ENSP00000378408,1
16156130,ENSP00000268097,0
657378,ENSP00000350785,1
35370,ENSP00000295897,1
679,ENSP00000178638,1
445420,ENSP00000354728,0
5381226,ENSP00000262848,0
71246,ENSP00000308032,0
3750,ENSP00000443194,0
445643,ENSP00000359693,1
23994,ENSP00000264668,1
4659569,ENSP00000375881,0
2730,ENSP00000303211,1
936,ENSP00000358525,0
1065,ENSP00000358595,0
3739,ENSP00000301634,0
753,ENSP00000264381,1
74989,ENSP00000319730,0
1117,ENSP00000373884,1
23930,ENSP00000349078,1
445643,ENSP00000378323,1
3143,ENSP00000301071,1
39042,ENSP00000385571,0
439176,ENSP00000282841,0
10607,ENSP00000339001,1
6013,ENSP00000248041,1
5514,ENSP00000388107,0
5287620,ENSP00000384296,0
2051,ENSP00000263923,0
312,ENSP00000272190,1
2833,ENSP00000339001,1
114903,ENSP00000363205,0
392622,ENSP00000368552,0
6426631,ENSP00000263464,0
3032,ENSP00000261835,1
130731,ENSP00000251607,0
5202,ENSP00000322898,0
3877,ENSP00000221742,0
3255,ENSP00000321070,0
5329098,ENSP00000331327,0
9966051,ENSP00000343204,0
291,ENSP00000216911,0
114892,ENSP00000419692,0
942,ENSP00000370989,0
11707110,ENSP00000274793,0
281,ENSP00000230048,0
338,ENSP00000358867,0
6013,ENSP00000324648,1
3086686,ENSP00000268035,1
5282054,ENSP00000304697,0
23994,ENSP00000306606,1
4192,ENSP00000337915,1
3446,ENSP00000419628,0
753,ENSP00000447378,1
2185,ENSP00000342235,0
5381,ENSP00000318868,0
11597571,ENSP00000295408,1
3032,ENSP00000354612,1
2662,ENSP00000353820,1
699,ENSP00000219789,0
6013,ENSP00000354728,0
9782,ENSP00000231420,0
122335,ENSP00000261208,0
31307,ENSP00000366410,0
456201,ENSP00000356022,0
152945,ENSP00000242375,0
5591,ENSP00000409007,0
38409,ENSP00000408695,0
222528,ENSP00000261937,0
5324345,ENSP00000263980,0
114683,ENSP00000343190,0
4742,ENSP00000318912,0
402,ENSP00000354612,0
1775,ENSP00000276651,0
23994,ENSP00000361405,1
4236,ENSP00000428426,0
68740,ENSP00000328973,0
23930,ENSP00000266970,1
1983,ENSP00000265689,0
501390,ENSP00000314508,1
123619,ENSP00000298248,0
4889,ENSP00000256958,1
753,ENSP00000393312,1
4044,ENSP00000369927,1
4889,ENSP00000261326,0
5360696,ENSP00000301071,0
104842,ENSP00000364697,0
6433119,ENSP00000260191,0
11301,ENSP00000263368,0
5352,ENSP00000237014,1
2756,ENSP00000270570,1
43815,ENSP00000270349,1
6437849,ENSP00000269385,0
4020,ENSP00000405965,0
107640,ENSP00000363046,0
130731,ENSP00000320043,0
4584,ENSP00000280362,0
753,ENSP00000371067,1
13109,ENSP00000329357,0
119182,ENSP00000338082,0
1117,ENSP00000219070,1
107688,ENSP00000443459,0
3891,ENSP00000343204,0
77918,ENSP00000261937,0
4991,ENSP00000264381,1
2818,ENSP00000365160,0
5073,ENSP00000216160,0
71120,ENSP00000349576,0
216326,ENSP00000367545,0
2764,ENSP00000325690,0
16134896,ENSP00000327268,0
3220,ENSP00000217244,1
3657,ENSP00000272902,0
151166,ENSP00000354612,1
3767,ENSP00000356037,0
6918537,ENSP00000378394,0
2538,ENSP00000336687,0
285,ENSP00000320171,0
753,ENSP00000302967,1
5281707,ENSP00000262306,0
114892,ENSP00000293761,0
1440,ENSP00000216410,0
745,ENSP00000381607,1
643976,ENSP00000368066,1
4536,ENSP00000232217,0
4819,ENSP00000232219,0
16129679,ENSP00000451560,0
23994,ENSP00000369816,1
6436,ENSP00000295101,0
1117,ENSP00000315644,1
16129679,ENSP00000356920,0
1134,ENSP00000216714,0
23994,ENSP00000347689,1
122296,ENSP00000447149,0
3086686,ENSP00000257290,1
4917,ENSP00000240139,0
39042,ENSP00000304915,0
5496659,ENSP00000276431,0
23977,ENSP00000285379,1
312,ENSP00000216117,1
5052,ENSP00000323071,0
5032,ENSP00000372654,0
5376,ENSP00000275493,1
6437850,ENSP00000272102,0
72968,ENSP00000384408,0
74989,ENSP00000219240,1
2165,ENSP00000355930,0
6000,ENSP00000385026,1
6918155,ENSP00000356094,0
63062,ENSP00000386171,1
54671203,ENSP00000361699,0
4189,ENSP00000269571,0
200,ENSP00000303211,0
2801,ENSP00000375881,0
191,ENSP00000361965,1
23994,ENSP00000361845,1
402,ENSP00000386541,0
59693,ENSP00000412673,0
5833,ENSP00000414334,0
68844,ENSP00000366662,1
5472495,ENSP00000168216,0
2812,ENSP00000334145,0
312,ENSP00000356480,1
10591,ENSP00000245312,1
1202,ENSP00000225430,0
4011,ENSP00000321070,0
3387,ENSP00000363822,1
4984,ENSP00000377865,1
13342,ENSP00000261890,0
2131,ENSP00000349467,0
644077,ENSP00000266560,0
3016,ENSP00000299267,1
3202,ENSP00000262340,0
5538,ENSP00000332296,1
5376,ENSP00000343925,1
710,ENSP00000365926,1
5994,ENSP00000337915,1
3154,ENSP00000273588,0
5360696,ENSP00000370912,0
5994,ENSP00000325120,1
610479,ENSP00000369927,1
1117,ENSP00000297258,1
108220,ENSP00000356022,0
3249,ENSP00000362463,0
753,ENSP00000217244,1
9651,ENSP00000339479,0
3032,ENSP00000337915,1
14917,ENSP00000353007,0
23925,ENSP00000240139,1
6446,ENSP00000419027,0
4911,ENSP00000261890,0
3310,ENSP00000365926,0
104741,ENSP00000000442,1
4192,ENSP00000421725,0
51550,ENSP00000260191,0
2833,ENSP00000350616,0
23932,ENSP00000321845,0
107688,ENSP00000360687,0
3413,ENSP00000245960,0
154575,ENSP00000332116,1
5281707,ENSP00000335620,0
934,ENSP00000294973,1
6918365,ENSP00000352702,0
6013,ENSP00000343925,1
2120,ENSP00000313350,0
457954,ENSP00000318912,0
745,ENSP00000010404,1
3081361,ENSP00000263923,1
1117,ENSP00000361850,1
49836058,ENSP00000200676,1
148211,ENSP00000287820,0
23994,ENSP00000302111,1
5515,ENSP00000385834,0
5350,ENSP00000380252,1
3016,ENSP00000348897,1
4011,ENSP00000296509,0
643976,ENSP00000340820,0
444732,ENSP00000351885,0
4495,ENSP00000258385,0
3086685,ENSP00000376611,0
5526,ENSP00000377947,0
1546,ENSP00000351885,0
1935,ENSP00000303211,1
124886,ENSP00000292596,1
5452,ENSP00000292614,0
2662,ENSP00000327255,0
1117,ENSP00000368438,1
753,ENSP00000378323,1
3086686,ENSP00000292427,0
468595,ENSP00000241261,0
3585,ENSP00000260227,0
119380,ENSP00000225831,0
4189,ENSP00000360372,1
5072,ENSP00000337761,0
129806,ENSP00000264657,0
54369,ENSP00000302564,0
753,ENSP00000332139,1
1440,ENSP00000309741,0
176870,ENSP00000340943,0
5538,ENSP00000339399,0
4488,ENSP00000362353,0
72438,ENSP00000372023,0
3598,ENSP00000232219,0
1821,ENSP00000217426,0
5562,ENSP00000353720,0
4236,ENSP00000356070,0
4160,ENSP00000363822,1
5097,ENSP00000264382,0
444732,ENSP00000302967,1
2726,ENSP00000353820,1
4829,ENSP00000222002,0
5567,ENSP00000376176,0
3108,ENSP00000316339,0
2161,ENSP00000265073,0
5304,ENSP00000359719,0
55283,ENSP00000265724,1
4691,ENSP00000261707,1
5283454,ENSP00000360968,0
1117,ENSP00000258418,1
643976,ENSP00000203407,1
11597571,ENSP00000262340,0
4976,ENSP00000370376,0
3086686,ENSP00000360290,1
643976,ENSP00000419970,1
5329098,ENSP00000348897,0
5677,ENSP00000310721,0
108182,ENSP00000363092,0
5280961,ENSP00000237014,1
3433,ENSP00000376611,0
4865,ENSP00000363988,0
6441264,ENSP00000355645,1
450,ENSP00000336528,1
23994,ENSP00000295400,1
1117,ENSP00000301645,1
281,ENSP00000346160,0
3143,ENSP00000267814,0
596,ENSP00000353099,0
1117,ENSP00000347979,1
2803,ENSP00000368572,0
2499,ENSP00000250699,0
114866,ENSP00000357907,0
643976,ENSP00000268379,1
312,ENSP00000362115,1
2185,ENSP00000333994,0
60648,ENSP00000319060,0
3672,ENSP00000256104,1
206042,ENSP00000287766,0
679,ENSP00000314508,0
54687,ENSP00000318351,0
4078,ENSP00000377549,0
6337614,ENSP00000287022,0
5352,ENSP00000351908,0
291,ENSP00000366124,0
753,ENSP00000272102,1
5267,ENSP00000325120,1
9395,ENSP00000362608,0
1690,ENSP00000410076,1
5994,ENSP00000342850,1
5582,ENSP00000396308,1
4742,ENSP00000301891,0
876,ENSP00000301141,0
4020,ENSP00000313432,0
876,ENSP00000387536,0
1148,ENSP00000342007,0
108182,ENSP00000324124,0
5770,ENSP00000362463,0
312,ENSP00000261783,1
961,ENSP00000361275,0
108182,ENSP00000315644,0
130731,ENSP00000316339,0
444732,ENSP00000226840,0
3793,ENSP00000222982,1
750,ENSP00000313420,0
5662,ENSP00000372326,0
3086686,ENSP00000398655,1
68844,ENSP00000262554,0
5283454,ENSP00000327801,0
26879,ENSP00000363965,1
890,ENSP00000217244,1
63062,ENSP00000353679,0
3391,ENSP00000326219,0
1701,ENSP00000000233,0
1613,ENSP00000285930,1
456201,ENSP00000229135,0
65076,ENSP00000358022,0
10634,ENSP00000265294,0
892,ENSP00000272902,0
311,ENSP00000380514,0
9933475,ENSP00000261799,1
5195,ENSP00000264613,0
24360,ENSP00000253799,0
444732,ENSP00000292513,0
2726,ENSP00000272298,1
2154,ENSP00000321999,0
3365,ENSP00000223129,0
9865515,ENSP00000368572,0
2807,ENSP00000403852,0
15602694,ENSP00000372326,0
6291,ENSP00000319730,0
5472495,ENSP00000289575,0
3446,ENSP00000364709,0
446157,ENSP00000354499,0
16157882,ENSP00000269571,0
4688,ENSP00000367309,1
43815,ENSP00000312262,1
23925,ENSP00000253004,0
750,ENSP00000464149,1
3913,ENSP00000340523,0
60825,ENSP00000318585,0
60791,ENSP00000359285,0
15,ENSP00000264316,0
23930,ENSP00000299518,1
119828,ENSP00000231751,1
134780,ENSP00000282841,0
5544,ENSP00000236959,0
4908,ENSP00000340330,0
100788,ENSP00000379140,0
5833,ENSP00000341390,1
392622,ENSP00000366482,0
3086685,ENSP00000261799,1
9880,ENSP00000296122,0
4536,ENSP00000265052,0
5523,ENSP00000360773,0
2783,ENSP00000348831,0
4536,ENSP00000355599,0
23994,ENSP00000368438,1
1795,ENSP00000337773,0
2375,ENSP00000265715,0
312,ENSP00000314407,1
3598,ENSP00000277865,1
170361,ENSP00000420168,0
